Owner/Repository,Repository Age,Stars,Total Releases,CBO,DIT,WMC,LOC
linkedin/databus,3013,3121,0,3.0,1.0,6.0,124341.0
jfinal/jfinal,3249,3120,0,3.0,1.0,6.0,30316.0
mock-server/mockserver,2942,3114,0,6.0,1.0,6.0,54921.0
facebookarchive/network-connection-class,2192,3113,2,2.5,1.0,3.5,650.0
promeG/TinyPinyin,1996,3108,2,1.0,1.0,1.0,1401.0
LWJGL/lwjgl3,3007,3106,14,7.0,4.0,13.0,517745.0
graphhopper/graphhopper,3316,3105,30,4.0,1.0,5.0,80977.0
amulyakhare/TextDrawable,2342,3098,0,3.0,1.0,6.0,824.0
uber/AutoDispose,1547,3097,0,5.0,1.0,5.0,5427.0
apache/dubbo-admin,1162,3095,2,3.0,1.0,7.0,7735.0
nicolasgramlich/AndEngine,3404,3093,0,3.0,1.0,4.5,33585.0
jboss-javassist/javassist,2855,3087,17,1.0,1.0,2.0,81911.0
Skykai521/StickerCamera,2083,3083,0,2.0,1.0,3.0,14361.0
eclipse/jetty.project,3535,3074,16,4.0,1.0,3.0,351720.0
eishay/jvm-serializers,3980,3070,0,5.0,1.0,3.0,31287.0
chenBingX/SuperTextView,1431,3069,30,2.0,1.0,2.0,4663.0
yipianfengye/android-adDialog,1689,3068,0,2.5,1.0,2.0,1607.0
owncloud/android,3127,3063,43,5.0,1.0,6.0,22197.0
keyboardsurfer/Crouton,3149,3059,8,5.0,1.0,4.0,1454.0
fyhertz/libstreaming,2969,3056,0,2.0,1.0,6.0,6798.0
gabrielemariotti/RecyclerViewItemAnimators,2400,3056,0,3.0,1.0,3.0,2088.0
danylovolokh/VideoPlayerManager,2079,3055,0,3.0,1.0,4.0,4228.0
vert-x3/vertx-examples,2214,3053,0,5.0,2.0,3.0,9394.0
android/views-widgets-samples,559,3052,0,2.0,1.0,4.0,7843.0
zwwill/yanxuan-weex-demo,1290,3052,0,0.0,1.0,0.0,16564.0
alibaba/cobar,2619,3049,1,3.0,1.0,4.0,63193.0
hongyangAndroid/Highlight,1988,3047,0,2.0,1.0,2.0,964.0
requery/requery,1951,3043,43,3.0,1.0,2.5,23679.0
jgilfelt/android-viewbadger,3460,3041,0,2.0,1.0,1.0,563.0
BelooS/ChipsLayoutManager,1688,3041,11,3.5,1.0,3.0,6101.0
xuexiangjys/XUI,801,3035,18,4.0,1.0,4.0,87639.0
sofastack/sofa-jarslink,1140,3023,2,3.0,1.0,3.0,948.0
MovingBlocks/Terasology,3667,3022,55,4.0,1.0,4.0,191087.0
apache/kylin,2266,3006,0,4.0,1.0,5.0,205408.0
eleme/UETool,1037,3005,8,4.0,1.0,3.0,4158.0
pedrovgs/DraggablePanel,2531,3004,10,4.0,1.0,4.0,1975.0
stephanenicolas/robospice,3102,3003,1,4.0,2.0,4.0,14955.0
lovetuzitong/MultiImageSelector,2171,3001,2,3.0,1.0,3.0,1425.0
crate/crate,2899,3001,21,5.0,1.0,5.0,400711.0
line/armeria,1949,2996,180,5.0,1.0,4.0,162294.0
WritingMinds/ffmpeg-android-java,2380,2992,8,1.0,1.0,4.0,1306.0
google/volley,1514,2991,7,2.0,1.0,3.0,9293.0
facebook/react-native-fbsdk,2054,2989,22,5.5,2.0,3.0,1241.0
dmytrodanylyk/android-process-button,2512,2983,1,4.5,2.0,3.0,941.0
web3j/web3j,1656,2982,86,2.0,1.0,2.0,32232.0
xmuSistone/ViewpagerTransition,1641,2982,1,2.0,2.0,3.0,588.0
zhou-you/RxEasyHttp,1380,2967,0,3.0,1.0,2.0,11670.0
j-easy/easy-rules,2930,2965,10,4.0,1.0,4.0,4857.0
Marswin/MarsDaemon,1910,2962,0,2.0,1.0,2.0,1010.0
apache/incubator-pinot,2495,2959,8,5.0,1.0,6.0,240644.0
jasonross/Nuwa,1954,2952,0,3.5,1.0,1.5,130.0
saysky/ForestBlog,1257,2952,0,3.0,1.0,5.0,2425.0
udacity/Sunshine-Version-2,2205,2946,0,5.0,2.0,5.5,1692.0
mik3y/usb-serial-for-android,2818,2943,14,5.0,1.0,5.0,6093.0
undertow-io/undertow,3164,2941,0,3.0,1.0,3.0,152944.0
wendux/DSBridge-Android,1536,2938,2,2.0,1.0,1.0,1841.0
crazyandcoder/citypicker,1771,2936,1,2.0,1.0,2.0,6707.0
yui/yuicompressor,4486,2930,1,2.0,1.0,41.0,6075.0
guoguibing/librec,2625,2928,3,6.0,2.0,6.0,28801.0
woxingxiao/BubbleSeekBar,1596,2921,12,2.0,1.0,2.5,1958.0
jd-alexander/LikeButton,1912,2917,14,4.5,1.0,2.5,781.0
huburt-Hu/NewbieGuide,1329,2917,20,3.0,1.0,1.0,1896.0
uber/NullAway,1294,2913,0,1.0,1.0,2.0,13488.0
javaee/jersey,3226,2909,30,4.0,1.0,2.0,249712.0
Fuzion24/JustTrustMe,2429,2907,1,1.0,1.0,1.0,622.0
NLPIR-team/NLPIR,2145,2905,0,3.0,1.0,5.5,5091.0
ManuelPeinado/FadingActionBar,2854,2904,0,5.0,2.0,2.0,1197.0
mplushnikov/lombok-intellij-plugin,2717,2888,116,2.0,1.0,1.0,55049.0
spring-cloud/spring-cloud-gateway,1583,2887,0,6.0,1.0,3.0,20066.0
race604/FlyRefresh,2121,2887,2,2.0,1.0,2.5,1696.0
JSQLParser/JSqlParser,3556,2886,24,4.0,1.0,7.0,27005.0
YahooArchive/anthelion,1969,2884,0,6.0,1.0,9.0,35882.0
saulmm/Android-Material-Examples,2348,2884,0,3.0,1.0,2.5,809.0
tiann/epic,1396,2881,3,3.0,1.0,2.0,5116.0
Javen205/IJPay,1416,2878,23,5.0,1.0,1.5,10612.0
edmodo/cropper,2794,2876,0,4.0,1.0,4.0,970.0
Red5/red5-server,2676,2876,44,4.0,1.0,6.0,10257.0
trinodb/trino,789,2875,0,6.0,1.0,5.0,579635.0
googlesamples/android-vision,2087,2870,0,3.0,1.0,4.0,7066.0
geftimov/android-pathview,2249,2870,2,5.0,1.0,2.5,814.0
zaaach/CityPicker,1846,2864,1,2.0,1.0,2.0,1295.0
Polidea/RxAndroidBle,1869,2863,43,3.0,1.0,2.0,11019.0
andOTP/andOTP,1352,2861,34,3.0,1.0,3.0,8146.0
donglua/PhotoPicker,2093,2860,13,3.0,1.0,3.5,2904.0
immutables/immutables,2811,2858,6,3.0,1.0,2.0,66391.0
anggrayudi/android-hidden-api,2010,2856,1,8.5,1.0,30.5,480.0
JavaNoober/BackgroundLibrary,921,2853,5,4.0,1.0,4.0,6908.0
aragozin/jvm-tools,3246,2852,0,3.0,1.0,4.0,31068.0
jeremylong/DependencyCheck,3118,2848,10,5.0,2.0,7.0,34685.0
lenve/JavaEETest,1556,2847,0,3.0,1.0,2.0,3857.0
SpecialCyCi/AndroidResideMenu,2651,2844,7,4.5,1.5,2.0,701.0
openaphid/android-flip,3222,2844,0,4.0,1.0,4.5,3934.0
ZieIony/Carbon,2234,2843,2,3.0,1.0,3.0,38658.0
yusugomori/DeepLearning,2998,2842,0,4.0,1.0,22.0,1083.0
yarolegovich/SlidingRootNav,1453,2839,1,3.0,1.0,3.0,971.0
nanchen2251/RxJava2Examples,1368,2838,0,2.0,1.0,2.0,3713.0
JackyAndroid/AndroidChromium,1718,2838,2,3.0,1.0,3.0,139119.0
jiangqqlmj/FastDev4Android,1974,2837,4,3.0,1.0,2.0,17740.0
spockframework/spock,3749,2829,10,4.0,1.0,4.0,19562.0
jprante/elasticsearch-jdbc,3211,2824,19,3.0,1.0,5.0,8057.0
JulienGenoud/android-percent-support-lib-sample,2092,2823,2,5.0,2.0,4.5,307.0
sunfusheng/StickyHeaderListView,1791,2822,0,4.0,1.0,2.0,2295.0
w446108264/XhsEmoticonsKeyboard,2204,2818,7,3.0,1.0,3.0,5625.0
bin456789/Unblock163MusicClient-Xposed,1890,2817,13,4.0,1.0,4.0,3198.0
MindorksOpenSource/PRDownloader,1223,2814,5,1.0,1.0,1.0,4709.0
fuzhengwei/itstack-demo-design,302,2812,0,2.0,1.0,3.0,4512.0
florent37/ShapeOfView,1124,2809,0,4.0,2.0,4.0,2049.0
bmelnychuk/AndroidTreeView,2227,2806,0,4.0,1.0,3.0,2145.0
square/flow,2744,2806,0,3.0,1.0,2.0,3591.0
iwgang/CountdownView,1984,2805,3,3.0,1.0,2.0,4441.0
remkop/picocli,1506,2804,76,2.0,1.0,0.0,88154.0
liujingxing/okhttp-RxHttp,785,2804,12,6.0,1.0,8.0,6443.0
micrometer-metrics/micrometer,1438,2801,98,5.0,1.0,4.0,40992.0
java8/Java8InAction,2698,2800,0,1.0,1.0,2.0,3724.0
nic-delhi/AarogyaSetu_Android,296,2800,0,3.0,1.0,4.0,3906.0
ltsopensource/light-task-scheduler,2337,2796,29,3.0,1.0,4.0,45904.0
huanghongxun/HMCL,2096,2796,164,4.0,1.0,5.0,34425.0
mzule/ActivityRouter,1805,2795,3,2.0,1.0,1.0,874.0
mxdldev/android-mvp-mvvm-flytour,814,2790,11,1.0,1.0,1.0,21364.0
android-notes/Cockroach,1493,2787,1,3.0,1.0,1.0,1562.0
guolindev/booksource,1626,2786,0,2.0,1.0,1.0,5022.0
FasterXML/jackson-databind,3373,2779,0,2.0,1.0,1.0,27837.0
alibaba/jetcache,1436,2777,47,3.0,1.0,3.0,14781.0
florent37/ExpectAnim,1487,2776,1,4.0,2.0,3.0,1868.0
gouthampradhan/leetcode,1470,2775,0,2.0,1.0,7.0,19825.0
CrawlScript/WebCollector,2441,2775,0,3.0,1.0,5.0,4617.0
AweiLoveAndroid/CommonDevKnowledge,1189,2770,0,2.0,1.0,9.0,882.0
JakeWharton/scalpel,2628,2769,0,2.0,1.0,2.0,578.0
qunarcorp/bistoury,595,2768,8,3.0,1.0,5.0,73638.0
Tencent/MSEC,1571,2760,0,3.0,1.0,9.0,209421.0
Teevity/ice,2834,2756,3,3.0,1.0,6.0,5153.0
FinalTeam/RxGalleryFinal,1791,2755,1,2.0,1.0,3.0,8273.0
airbnb/airpal,2509,2753,0,4.0,1.0,3.0,3952.0
cabaletta/baritone,960,2753,55,4.0,1.0,5.0,17155.0
trojan-gfw/igniter,861,2753,31,2.0,1.0,2.0,5539.0
traccar/traccar,3258,2752,32,4.0,2.0,1.0,53494.0
questdb/questdb,2516,2750,30,5.0,1.0,4.0,179634.0
JoanZapata/android-pdfview,3039,2750,0,2.0,1.0,3.0,2833.0
evrencoskun/TableView,1374,2747,11,4.0,1.0,4.0,5244.0
jenkinsci/blueocean-plugin,1881,2745,23,5.0,1.0,4.0,40314.0
zhaojun1998/zfile,577,2744,36,5.0,1.0,3.0,3345.0
Yalantis/GuillotineMenu-Android,2103,2743,2,2.0,1.0,2.0,407.0
north2016/T-MVP,1774,2743,0,3.0,1.0,3.0,3803.0
ballerina-platform/ballerina-lang,1583,2738,83,5.0,1.0,5.0,372860.0
jiajunhui/PlayerBase,1451,2737,18,3.0,1.0,4.0,12609.0
watabou/pixel-dungeon,2427,2737,0,4.0,2.0,4.0,38623.0
burhanrashid52/PhotoEditor,1150,2731,9,3.0,1.0,3.0,4147.0
Nightonke/WoWoViewPager,1841,2730,0,4.0,2.0,3.0,8670.0
h2database/h2database,2169,2727,12,7.0,2.0,14.0,150158.0
szerhusenBC/jwt-spring-security-demo,1824,2725,3,4.0,1.0,2.0,549.0
code-troopers/android-betterpickers,2919,2721,16,4.0,1.0,2.0,16930.0
google/binnavi,2038,2721,3,5.0,1.0,2.0,229006.0
dingjikerbo/Android-BluetoothKit,1988,2713,0,2.0,1.0,2.0,8347.0
Nightonke/CoCoin,1979,2711,0,3.0,1.0,2.0,22198.0
googlearchive/android-Camera2Basic,2457,2710,0,2.5,1.0,2.0,843.0
KingJA/LoadSir,1293,2706,6,3.0,1.5,2.0,1481.0
RobotiumTech/robotium,4116,2706,0,2.0,1.0,4.0,6058.0
MagicMashRoom/SuperCalendar,1407,2697,13,2.0,1.0,2.0,1914.0
wenmingvs/AndroidProcess,1885,2696,0,2.0,1.0,2.0,1387.0
jfeinstein10/JazzyViewPager,2967,2694,0,1.0,1.0,2.0,619.0
saulmm/CoordinatorBehaviorExample,2041,2694,0,9.5,1.5,15.5,159.0
jbloch/effective-java-3e-source-code,958,2693,0,1.0,1.0,2.0,3018.0
fishercoder1534/Leetcode,1691,2692,0,1.0,1.0,3.0,92519.0
oguzbilgener/CircularFloatingActionMenu,2433,2691,0,6.0,1.0,5.0,1850.0
TangoAgency/material-intro-screen,1648,2691,4,3.0,1.0,2.0,4607.0
react-native-share/react-native-share,1996,2689,41,3.0,2.0,5.0,1519.0
JackyAndroid/AndroidTVLauncher,1817,2687,3,4.0,1.0,2.5,1086.0
JohnPersano/SuperToasts,2845,2681,5,3.0,1.0,3.0,2483.0
lizhangqu/CoreLink,2149,2680,0,,,,
apollographql/apollo-android,1632,2679,60,3.0,1.0,2.0,78364.0
yanzhenjie/AndServer,1738,2666,0,3.0,1.0,6.0,11986.0
harjot-oberai/MusicDNA,1783,2665,2,3.0,1.0,5.0,52240.0
JeremyLiao/LiveEventBus,981,2663,0,2.0,1.0,1.0,9862.0
glomadrian/Grav,1447,2662,0,4.0,1.0,3.0,1171.0
Malinskiy/SuperRecyclerView,2289,2661,7,2.0,1.0,1.0,2769.0
AbrahamCaiJin/CommonUtilLibrary,1420,2657,0,3.0,1.0,8.0,16523.0
pedrovgs/Algorithms,2321,2655,0,3.0,1.0,7.0,5982.0
qii/weiciyuan,3157,2653,0,4.0,1.0,3.0,58530.0
googlesamples/google-services,2129,2652,0,3.0,1.5,2.0,1078.0
flavioarfaria/KenBurnsView,2556,2650,4,4.0,2.0,5.0,471.0
cSploit/android,2357,2643,33,2.0,1.0,3.0,22657.0
zendesk/maxwell,2229,2642,172,4.0,1.0,5.0,15802.0
Todd-Davies/ProgressWheel,3330,2640,3,4.0,1.0,3.5,499.0
SimonVT/android-menudrawer,3120,2631,0,4.0,1.0,3.0,4667.0
chennaione/sugar,3506,2631,6,2.0,1.0,3.0,6284.0
KunMinX/Linkage-RecyclerView,696,2629,0,4.0,1.0,3.0,2484.0
tyzlmjj/PagerBottomTabStrip,2034,2628,11,5.0,1.0,3.0,3186.0
amitshekhariitbhu/awesome-android-complete-reference,1737,2628,0,3.0,1.0,4.0,64.0
google/hover,1921,2627,0,3.0,1.0,2.5,6176.0
beworker/pinned-section-listview,2867,2627,5,2.5,1.0,5.0,698.0
sockeqwe/AdapterDelegates,2059,2626,16,3.0,1.0,2.0,2455.0
PowerJob/PowerJob,367,2626,30,4.0,1.0,3.0,12988.0
bastillion-io/Bastillion,2961,2625,11,5.0,1.0,14.0,5686.0
liangfeidotme/MasteringAndroidDataBinding,2116,2624,0,4.0,2.0,2.0,415.0
chanjarster/weixin-java-tools,2404,2622,21,3.0,1.0,5.0,12011.0
500px/500px-android-blur,2197,2619,0,2.5,2.0,3.0,235.0
alibaba/Alink,900,2618,9,5.0,1.0,2.0,119611.0
fengjundev/Android-Skin-Loader,2087,2617,0,3.0,1.0,3.0,3423.0
aritraroy/PatternLockView,1452,2617,0,3.0,1.0,4.0,1684.0
JCTools/JCTools,2685,2614,15,3.0,2.0,3.0,32275.0
jacoco/jacoco,3175,2605,42,3.0,1.0,3.0,32833.0
cyrilmottier/GreenDroid,3967,2604,0,5.0,2.0,4.0,5453.0
siyamed/android-shape-imageview,2391,2603,2,5.0,2.0,6.0,2724.0
awaitility/awaitility,4073,2499,0,1.0,1.0,3.0,4876.0
kabouzeid/Phonograph,2205,2496,0,5.0,1.0,5.0,21093.0
liquibase/liquibase,3541,2494,51,4.0,1.0,6.0,82347.0
CJT2325/CameraView,1499,2493,2,2.0,1.0,2.0,3997.0
brianway/webporter,1575,2492,1,3.0,1.0,3.0,940.0
johannilsson/android-pulltorefresh,3721,2490,0,2.5,1.5,1.5,301.0
mxn21/FlowingDrawer,2043,2488,0,2.0,1.0,2.0,1726.0
Pay-Group/best-pay-sdk,1476,2488,3,2.0,1.0,0.0,2670.0
VerbalExpressions/JavaVerbalExpressions,2793,2488,8,4.0,1.0,6.0,1213.0
iPaulPro/Android-ItemTouchHelper-Demo,2104,2485,3,5.0,2.0,3.0,246.0
florent37/DiagonalLayout,1616,2582,0,4.0,1.0,8.0,436.0
jindrapetrik/jpexs-decompiler,2504,2582,111,3.0,1.0,5.0,240456.0
jjoe64/GraphView,3545,2582,1,2.0,1.0,5.0,4097.0
Col-E/Recaf,1330,2581,143,5.0,2.0,6.0,27126.0
tronprotocol/java-tron,1178,2579,53,11.0,1.0,7.0,212020.0
huazhiyuan2008/RecyclerViewCardGallery,1659,2577,0,3.0,1.0,2.0,430.0
alibaba/QLExpress,1464,2576,0,3.0,1.0,4.0,12424.0
pchmn/MaterialChipsInput,1435,2576,7,4.0,1.0,3.0,2061.0
Dimezis/BlurView,1792,2575,22,3.0,1.0,3.5,687.0
mmin18/RealtimeBlurView,1639,2573,0,4.0,1.0,3.0,676.0
mihaip/dex-method-counts,2510,2571,0,1.0,1.0,1.0,1079.0
Hitomis/transferee,1519,2570,8,3.0,1.0,4.0,7505.0
simple-android-framework/android_design_patterns_analysis,2210,2567,0,1.0,1.0,4.0,228.0
r0adkll/Slidr,2403,2565,5,5.0,1.0,5.0,2487.0
zlt2000/microservices-platform,742,2564,19,5.0,1.0,2.0,11612.0
ldoublem/LoadingView,1731,2563,0,8.0,2.0,14.0,3801.0
MindorksOpenSource/android-mvvm-architecture,1350,2560,0,4.0,1.0,3.0,3077.0
florent37/ViewAnimator,1913,2559,3,2.0,1.0,1.0,1926.0
osmandapp/OsmAnd,3715,2558,1,3.0,1.0,3.0,552253.0
jMonkeyEngine/jmonkeyengine,2555,2545,30,3.0,1.0,3.0,189031.0
arcadefire/nice-spinner,2055,2544,18,3.0,1.0,2.0,587.0
spring-projects/spring-loaded,3024,2543,0,1.0,1.0,2.0,43183.0
deano2390/MaterialShowcaseView,2052,2542,14,3.0,1.0,4.0,2790.0
Mojang/brigadier,2376,2541,2,5.0,1.0,7.0,3999.0
dlew/joda-time-android,2626,2541,29,2.0,1.0,4.0,1814.0
prontera/spring-cloud-rest-tcc,1931,2539,0,6.0,1.0,2.0,2166.0
wildfly/wildfly,3906,2538,14,5.0,1.0,3.0,485168.0
yangchong211/LifeHelper,1267,2537,0,2.0,1.0,4.0,47913.0
jaydenxiao2016/AndroidFire,1634,2534,0,3.0,1.0,3.0,25609.0
Twitter4J/Twitter4J,4346,2533,1,4.0,1.0,3.0,30332.0
esoxjem/MovieGuide,1929,2533,0,4.0,1.0,3.0,1733.0
ata4/disunity,2797,2528,15,3.0,1.0,5.0,3847.0
AltBeacon/android-beacon-library,2425,2527,85,4.0,1.0,6.0,10648.0
LuckyJayce/ViewPagerIndicator,2350,2526,16,3.5,1.0,4.0,4573.0
jackpal/Android-Terminal-Emulator,3848,2523,0,3.0,1.0,4.0,11869.0
apache/nifi,2288,2522,0,4.0,1.0,5.0,583849.0
facebookarchive/device-year-class,2204,2521,2,3.0,1.0,4.0,416.0
EverythingMe/overscroll-decor,1943,2520,0,3.0,1.0,3.0,2312.0
Cleveroad/SlidingTutorial-Android,1987,2520,0,5.0,1.0,4.0,2413.0
yingLanNull/ShadowImageView,1454,2516,0,4.0,1.0,3.0,381.0
